"Type","Year","DensityMass","DensityMassLow","DensityMassHigh","DensityNumbers","DensityNumbersLow","DensityNumbersHigh","DensityProb","DensityProbLow","DensityProbHigh"
"Rubber","2019",1.63683989359866,0.991554102621012,3.97077995741525,6.80140981914913,5.17348022531469,10.5594096856807,0.347675320718589,0.27919092294197,0.443283707195124
"Rubber","2020",0.717171146371252,0.433861499542194,1.85066803759732,6.8126669369568,5.35679722086603,10.3386135044312,0.348027813747886,0.284246795934796,0.437854348546075
"Rubber","2021",0.752798141460869,0.481990467362624,1.79270344300992,6.82046415185245,5.3342441716245,10.2780900477401,0.348271718276858,0.28437618728556,0.434920481523435
"SUP","2015",0.749619071074733,0.510877255886789,1.46220894254695,48.0664581426647,38.6158164362356,61.6977073861952,0.812428596958589,0.757905907771756,0.853154530195836
"SUP","2016",0.955505316072902,0.667876322574891,1.84891374787384,55.7362726386062,47.5143964640787,68.8556777773349,0.835922231968293,0.788540789774143,0.868693286718705
"SUP","2017",1.360197920852,0.958626735433375,2.40949019331013,66.859828975999,58.3001934436408,82.7086146353638,0.861739836466382,0.820324854992087,0.891044696915897
"SUP","2018",1.44105522556236,1.04562074996139,2.74045213727328,57.570435763373,49.7821017097185,71.364256681577,0.84076104288673,0.798523199943448,0.873209524867658
"SUP","2019",1.64091429390868,1.17606559509212,2.91785080667525,59.6019548498695,51.3849397508071,74.2323188699429,0.845825379774946,0.797567620185688,0.877872978128524
"SUP","2020",0.976304051899507,0.705640058177978,1.74701365138416,63.5655491055623,54.6186932672566,77.3046261354961,0.854905032701971,0.807899547592524,0.883346568450818
"SUP","2021",0.80609575636748,0.592218960352583,1.4237249078387,62.5190480704027,54.4755560414596,75.9355082062117,0.852603873653278,0.809870202014695,0.880983284492232
"Fishing.related","2015",0.353136804743027,0.211344467038492,0.719518748950569,39.1138626568614,30.3749300554168,52.483768833194,0.73960475369502,0.684791490254814,0.7829971714815
"Fishing.related","2016",0.681075262846029,0.435035487941416,1.29973706339122,45.4342793738801,36.2811016786508,58.1158661845302,0.765817379301055,0.717199098741821,0.800809967839709
"Fishing.related","2017",1.72583210075404,1.15803325277667,3.22888401448288,49.0317130985502,40.9135356019228,62.7405339977914,0.778433229452121,0.736447376385196,0.808691139402094
"Fishing.related","2018",1.16709777042845,0.775568361267355,2.2684364528851,39.0426593624628,32.2300449851942,49.6247111292038,0.739274542631573,0.694961838330068,0.774584090822618
"Fishing.related","2019",1.44314446036038,0.987337380853416,2.73531502488992,60.1735456346687,50.0944187878309,76.5685409331844,0.809900315311847,0.773165925089856,0.837680678414806
"Fishing.related","2020",1.59165588503139,1.07389637368028,2.98982517522841,76.7361725419684,65.5601702013352,96.185982681533,0.84270024586817,0.813896922574745,0.866007770592142
"Fishing.related","2021",1.2197303864583,0.827631671569653,2.19351198763508,61.2457566001514,51.922055792633,76.4115088233405,0.812448405281906,0.777965920975418,0.837756976466842
